,country,year,arousal_md_av,arousal_md_num1,arousal_md_num10,arousal_md_num2,arousal_md_num3,arousal_md_num4,arousal_md_num5,arousal_md_num6,arousal_md_num7,arousal_md_num8,arousal_md_num9,arousal_th_av,arousal_th_num1,arousal_th_num10,arousal_th_num2,arousal_th_num3,arousal_th_num4,arousal_th_num5,arousal_th_num6,arousal_th_num7,arousal_th_num8,arousal_th_num9,valence_md_av,valence_md_num1,valence_md_num10,valence_md_num2,valence_md_num3,valence_md_num4,valence_md_num5,valence_md_num6,valence_md_num7,valence_md_num8,valence_md_num9,valence_th_av,valence_th_num1,valence_th_num10,valence_th_num2,valence_th_num3,valence_th_num4,valence_th_num5,valence_th_num6,valence_th_num7,valence_th_num8,valence_th_num9,regional_climate,suicide_uk,suicide_rate,wcovered_valence_old,totalcount,yearvalence_old,variance_valence,count_yearvalence_pmin,yearvalence_pmin,count_yearvalence_top,yearvalence_top,count_yearvalence_p5,yearvalence_p5,yeararousal,pcgdpmaddison,popmaddison000,satislfe,std_satislfe,rgdpch,genderequalinheritance,historicalgenderequalityindex,sexratio,incomeinequality,inflation,labourersrealwage,politicalcompetition,polity2index,armedconflictsintertiol,homiciderates,armedconflictsinterl,averageyearsofeducation,educatiolinequalityginicoefficie,latentdemocracyvariable,politicalparticipation,heightgini,height,infantmortality,lifeexpectancyatbirthtotal,numeracytotal,totalgrosscentralgovernmentdebta,totalpopulation,birth,death,marriage,infantdeath,unemployment,moneysupply_m1,moneysupply_m2,total_central_govenment_expendit,total_central_govenment_revenue,primarypupil,primaryteacher,secondarypupil,secondaryteacher,totalteacher,wageindustry,wageagriculture,urbanpopulation,match_count,val_score,match_count_d_max_diff_top_25_an,val_score_d_max_diff_top_25_anew,match_count_c_max_diff_top_25_an,val_score_c_max_diff_top_25_anew,match_count_d_max_diff_top_50_an,val_score_d_max_diff_top_50_anew,match_count_c_max_diff_top_50_an,val_score_c_max_diff_top_50_anew,match_count_d_max_diff_mean_anew,val_score_d_max_diff_mean_anew,match_count_c_max_diff_mean_anew,val_score_c_max_diff_mean_anew,match_count_d_mean_diff_top_25_a,val_score_d_mean_diff_top_25_ane,match_count_c_mean_diff_top_25_a,val_score_c_mean_diff_top_25_ane,match_count_d_mean_diff_top_50_a,val_score_d_mean_diff_top_50_ane,match_count_c_mean_diff_top_50_a,val_score_c_mean_diff_top_50_ane,match_count_d_mean_diff_mean_ane,val_score_d_mean_diff_mean_anew,match_count_c_mean_diff_mean_ane,val_score_c_mean_diff_mean_anew,val_score_d_max_diff_top_25_15,match_count_d_max_diff_top_25_30,val_score_d_max_diff_top_25_30,match_count_c_max_diff_top_25_15,val_score_c_max_diff_top_25_15,match_count_c_max_diff_top_25_30,val_score_c_max_diff_top_25_30,match_count_d_max_diff_top_50_15,val_score_d_max_diff_top_50_15,match_count_d_max_diff_top_50_30,val_score_d_max_diff_top_50_30,match_count_c_max_diff_top_50_15,val_score_c_max_diff_top_50_15,match_count_c_max_diff_top_50_30,val_score_c_max_diff_top_50_30,match_count_d_max_diff_mean_15,val_score_d_max_diff_mean_15,match_count_d_max_diff_mean_30,val_score_d_max_diff_mean_30,match_count_c_max_diff_mean_15,val_score_c_max_diff_mean_15,match_count_c_max_diff_mean_30,val_score_c_max_diff_mean_30,match_count_d_mean_diff_top_25_1,val_score_d_mean_diff_top_25_15,match_count_d_mean_diff_top_25_3,val_score_d_mean_diff_top_25_30,match_count_c_mean_diff_top_25_1,val_score_c_mean_diff_top_25_15,match_count_c_mean_diff_top_25_3,val_score_c_mean_diff_top_25_30,match_count_d_mean_diff_top_50_1,val_score_d_mean_diff_top_50_15,match_count_d_mean_diff_top_50_3,val_score_d_mean_diff_top_50_30,match_count_c_mean_diff_top_50_1,val_score_c_mean_diff_top_50_15,match_count_c_mean_diff_top_50_3,val_score_c_mean_diff_top_50_30,match_count_d_mean_diff_mean_15,val_score_d_mean_diff_mean_15,match_count_d_mean_diff_mean_30,val_score_d_mean_diff_mean_30,match_count_c_mean_diff_mean_15,val_score_c_mean_diff_mean_15,match_count_c_mean_diff_mean_30,val_score_c_mean_diff_mean_30,val_score_coha,val_score_fmp,match_count_fmp,total_count_fmp,match_count_sentic_ples,pleasantness_sentic,match_count_afinn,valence_afinn,match_count_sentic_pol,polarity_sentic
10,uk,1983,5.700026528307568,6.3893004806573295,5.944032199990707,4.863212241068529,5.635835641278996,4.870443795644502,5.789913348082246,5.28768858497658,5.282656223462121,6.7771887871905925,6.159993980724076,5.975608745473391,6.286451510290643,6.0663435562933685,4.944708735767748,6.305241832526862,6.0927285395891975,5.85048571155484,5.845841890340714,5.166311545585214,6.837154630217662,6.360819502567657,5.5445328052550344,5.783159997010957,5.481449501520783,4.913088709214977,5.649028063773893,5.546727208332199,5.904014163022508,5.142084039084421,5.742302772443211,5.593606678566377,5.689866919581012,5.558132570396657,5.6888111366592415,5.590987782920276,4.86886076144411,5.605170322395698,6.1753519955168175,6.03492319326396,5.188251947493666,5.536443101607954,5.55110508265117,5.341420380013674,,4271.0,7.708611,0.12334251,1522603943.0,5.6016865,1.2254677,16369921.0,5.608388,78909715.0,5.667575,81483258.0,5.65126,3.9848058,20951.0,56383.0,1.88,0.739629,17842.07,,,,,5.198,,57.6,10.0,0.0,,1.0,,11.3498,1.31121,54.43,,,,74.68,,46.512,,12.7,11.7,13.9,10.0,10.4,42.46,120.0,97.5,88400000.0,3915.0,177.0,3865.0,239.0,416.0,246.0,261.0,,218247442.0,5.600239,149920034.0,5.7567697,123124805.0,5.7768183,190701302.0,5.6589975,176618088.0,5.683933,183557387.0,5.6750193,167767323.0,5.7100387,126494263.0,5.764789,102268709.0,5.7991824,175491365.0,5.682574,152088322.0,5.723772,172875787.0,5.6900234,158362342.0,5.7141204,5.674,149920034.0,5.6629243,123124805.0,5.6975985,123124805.0,5.6844597,190697033.0,5.6231675,190697033.0,5.615135,176613819.0,5.634931,176613819.0,5.6291704,183553118.0,5.632319,183553118.0,5.6253486,167767323.0,5.647802,167767323.0,5.641065,126494263.0,5.6747637,126494263.0,5.663779,102268709.0,5.7138186,102268709.0,5.695359,175485683.0,5.636946,175485683.0,5.6299167,152088322.0,5.660138,152088322.0,5.6510773,172870105.0,5.63916,172870105.0,5.632364,158362342.0,5.653335,158362342.0,5.6439166,,,,,385983836.0,0.3049126,31560342.0,0.2107318,385983836.0,0.35285333
11,uk,1984,5.536055742687851,5.95529247071987,5.725335114359429,6.2885908839284586,5.88364226627726,6.01370199106705,4.642241597395474,6.329103122118482,5.409611750624472,3.870185236642104,5.242852993745903,5.619891330181704,6.2153612318118,5.909286100002348,6.755996613049103,5.326963248769298,6.234271401156546,4.684193043412142,6.975364301366367,4.9834671334577,3.4852976607002897,5.62871256809145,5.423760687503442,5.254613637524676,5.315052910555003,5.919426771857928,6.259838305778485,4.9921001656975585,5.356261159267801,5.8045586980159545,4.922758892664584,4.328517704662715,6.08447862900972,5.397652827584184,5.478278140486297,5.106607446060492,6.126275502219047,5.0492525512559645,5.796606063379864,5.202595538664684,6.06712965662353,5.016972374407909,3.751494440866903,6.381316561877153,,4313.0,7.730339,0.122541055,1577195596.0,5.5975313,1.2276492,16859236.0,5.6058826,81414893.0,5.6649623,84116099.0,5.648495,3.9839845,21444.0,56462.0,1.84,0.722313,18446.42,,,,,4.448,,57.6,10.0,0.0,,1.0,,11.4459,1.29627,54.43,,,,74.53,,47.027,,12.8,11.4,14.0,10.0,10.6,48.05,134.9,106.0,98200000.0,3799.0,176.0,3740.0,232.0,408.0,266.0,273.0,,225152549.0,5.596291,154497821.0,5.753628,127081720.0,5.7739344,196581685.0,5.6556053,182078939.0,5.6808925,189218890.0,5.671604,172902098.0,5.7069607,130159259.0,5.761508,105598824.0,5.796453,180775740.0,5.679272,156780362.0,5.7195177,178094617.0,5.686676,163215815.0,5.709907,5.683194,154497821.0,5.655147,127081720.0,5.71094,127081720.0,5.6755424,196577218.0,5.6284094,196577218.0,5.609184,182074472.0,5.6429715,182074472.0,5.6218824,189214423.0,5.6381817,189214423.0,5.618366,172902098.0,5.6564636,172902098.0,5.633558,130159259.0,5.686853,130159259.0,5.6564503,105598824.0,5.724585,105598824.0,5.6832027,180770372.0,5.643337,180770372.0,5.623116,156780362.0,5.670417,156780362.0,5.642544,178089249.0,5.6459365,178089249.0,5.625493,163215815.0,5.662748,163215815.0,5.6356964,,,,,399141919.0,0.305306,32669924.0,0.20491113,399141919.0,0.35305363
12,uk,1985,5.300511827874398,5.148516209453367,5.416673866980089,4.299581035660549,5.432614136288429,4.7693598732213465,6.719531070758686,5.350461652801863,3.636279583161583,6.845274114405233,5.386826736012825,5.620403107118859,5.301256832758863,5.913555116318835,4.654675539717117,5.458050877361228,5.115437907279942,6.7584126107133855,5.999815901653522,3.667744751482005,7.000466336544815,6.33461519735889,5.294136278461246,4.904674355974533,4.97266770153022,5.147791285608673,5.383690754396409,5.714321482284461,6.201637033911402,5.725762059339372,3.7795494029163264,5.914597152346642,5.196671556304427,5.282422951394714,4.7608007245147625,4.8263774779074735,4.850343246900373,5.095971143236835,5.891145828700839,6.5278578666235925,5.759606902660552,3.7805936598601297,6.137157591627316,5.194375071915267,,4416.0,7.934777,0.1226651,1678981301.0,5.5943146,1.2298291,17983242.0,5.6057954,86699955.0,5.6642947,89521162.0,5.647982,3.9852698,22139.0,56620.0,1.87,0.743409,19224.39,,,,,5.16,,57.6,10.0,0.0,,1.0,,10.9287,1.27044,54.43,,,,74.8,,46.02,,13.1,11.8,13.9,9.0,10.8,56.67,150.5,110.0,106000000.0,3805.0,172.0,3606.0,226.0,398.0,288.0,297.0,,240658939.0,5.594108,164481850.0,5.7518077,134681163.0,5.772163,209604682.0,5.6536946,193929422.0,5.6788325,201730616.0,5.669732,184116826.0,5.705253,138721079.0,5.759015,111685809.0,5.794372,192957649.0,5.676918,166528090.0,5.718447,190037565.0,5.6841283,173531572.0,5.7087045,5.673838,164481850.0,5.652477,134681163.0,5.701289,134681163.0,5.676019,209600179.0,5.6211224,209600179.0,5.6057343,193924919.0,5.634504,193924919.0,5.619038,201726113.0,5.6305494,201726113.0,5.61532,184116826.0,5.647354,184116826.0,5.6307898,138721079.0,5.6740937,138721079.0,5.6513124,111685809.0,5.711798,111685809.0,5.686216,192953875.0,5.6336904,192953875.0,5.619028,166528090.0,5.6612587,166528090.0,5.640738,190033791.0,5.6366386,190033791.0,5.6214433,173531572.0,5.6531754,173531572.0,5.634068,,,,,424884742.0,0.30377737,34620628.0,0.19154435,424884742.0,0.35212135
13,uk,1986,5.736919252792764,6.719632288187702,5.764224107240413,5.6411047805654455,6.288569098369208,4.304664671677424,5.372424870302565,6.469632264220159,6.154938192118669,6.111596034327945,4.542406220918108,5.770015191033849,6.318052915679232,5.485325407494731,6.3962163286864175,6.28872489804737,4.1938957550433145,5.375775774424073,6.422694900044126,6.454284026553799,5.929981446185616,4.8352004581798065,5.3868380776443185,5.50695740858558,5.287260525488855,5.2508745548433735,5.834445734435787,4.7386157699471525,5.913716902783247,5.220087614790058,5.518280655236511,5.6493322970404565,4.948809313292167,5.36402253883596,5.616144611342217,5.115438519096318,5.370799514323473,5.943722352112911,4.824888910959944,5.087774526643443,4.96340673665767,5.7982886781874265,5.546975172892269,5.3727863661439335,,4123.0,7.471793,0.12372705,1788592573.0,5.5962543,1.2365466,19300618.0,5.606425,92940765.0,5.667882,95961768.0,5.6518683,3.985374,23041.0,56796.0,1.88,0.734806,20214.73,,,,,3.626,96.5259,57.6,10.0,0.0,,1.0,,10.5013,1.25817,54.43,,,,75.15,,46.071,,13.2,11.6,13.9,10.0,10.9,69.27,183.8,116.0,111000000.0,3835.0,174.0,3448.0,220.0,394.0,307.0,313.0,,256742267.0,5.5946784,175940957.0,5.7522664,144569585.0,5.7733207,223861553.0,5.6546626,207281793.0,5.6801662,215483343.0,5.670389,196856094.0,5.706292,148169207.0,5.7605095,119847448.0,5.797275,205935991.0,5.677906,178229245.0,5.719201,202897875.0,5.6852965,185601475.0,5.709294,5.680631,175940957.0,5.659163,144569585.0,5.709387,144569585.0,5.680538,223856662.0,5.6290746,223856662.0,5.6131225,207276902.0,5.6438174,207276902.0,5.6273828,215478452.0,5.6384377,215478452.0,5.6230893,196856094.0,5.656678,196856094.0,5.6389837,148169207.0,5.684304,148169207.0,5.65884,119847448.0,5.722589,119847448.0,5.688708,205930511.0,5.6438394,205930511.0,5.626835,178229245.0,5.6694036,178229245.0,5.64737,202892395.0,5.646243,202892395.0,5.6290603,185601475.0,5.661922,185601475.0,5.6409774,,,,,454188997.0,0.30465063,37744730.0,0.1966855,454188997.0,0.35294348
14,uk,1987,5.452441639904004,5.724773624919129,3.6295444530372434,6.117802919943963,6.6313692880395925,4.81709483322783,6.8623003257572535,5.680171761197473,4.2637443256140415,6.000980426307835,4.796634440995684,5.524789270787613,5.6043151190585005,3.8586840785280057,6.195229311654793,6.736470301417966,5.151869149556427,6.786996765992508,5.869875263102107,4.197231943151238,6.270132664301737,4.5770881111128405,5.316605327307636,5.158724340432757,4.070206208374642,5.432371022267247,5.706376860248263,5.434604516936368,6.014314334752343,4.740882171863394,5.340557279885639,5.8550549302511286,5.4129616080645775,5.293668450196447,5.3244797328742495,4.4025208732949,5.324565645214962,6.379178925621184,5.149336520279662,5.841248407750879,5.0735105777545,5.449751459452352,5.376681595658575,4.6154107640632,,3980.0,7.161623,0.12391949,1716938602.0,5.593992,1.2260324,18505642.0,5.6087656,89373062.0,5.668178,92302819.0,5.652076,3.9861586,24059.0,56982.0,1.86,0.727163,21367.08,,,,,4.066,,57.7,10.0,0.0,,1.0,,10.0978,1.26822,57.07,,,,75.26,,44.277,,13.6,11.3,14.0,9.0,9.8,154.1,377.7,121.0,121000000.0,3880.0,177.0,3269.0,221.0,398.0,334.0,329.0,,247543942.0,5.5937133,168792232.0,5.7511826,138225942.0,5.7719817,215587811.0,5.6521583,199241344.0,5.677928,207438743.0,5.6683483,188996892.0,5.704598,141886473.0,5.759138,114309219.0,5.796484,197785547.0,5.6765504,170648396.0,5.718073,194808950.0,5.6841908,177810674.0,5.708787,5.673189,168792232.0,5.6536,138225942.0,5.699433,138225942.0,5.676022,215583010.0,5.6187825,215583010.0,5.6084714,199236543.0,5.6341662,199236543.0,5.6211395,207433942.0,5.6288323,207433942.0,5.6176567,188996892.0,5.647005,188996892.0,5.6328325,141886473.0,5.674786,141886473.0,5.655796,114309219.0,5.7143335,114309219.0,5.685293,197780421.0,5.6354027,197780421.0,5.6236115,170648396.0,5.661038,170648396.0,5.64256,194803824.0,5.637024,194803824.0,5.6256638,177810674.0,5.6528707,177810674.0,5.6366014,,,,,436511577.0,0.30461594,35879153.0,0.18903074,436511577.0,0.35320696
15,uk,1988,5.4278574975186,5.679228732703956,6.05177312212346,5.473278429824076,6.557932453937974,6.802179832173003,3.7295236590431,5.099098291986055,5.657897344600315,3.93831412420104,5.289348984593016,5.4462085325212595,5.6386054059675725,5.988286919448023,5.376617234782794,6.5118563120711865,6.932065784295492,4.367821034196873,4.730054228429887,5.524641840131143,4.509013543596787,4.883123022292837,5.518012520111641,5.9786449563823565,6.474644839143605,5.704641356181398,6.405240040402423,5.806960388076668,3.998819003717968,5.577313373960879,5.176000089111793,4.821253352581172,5.2366078015581365,5.470036414821534,6.076959005988817,6.171723004945892,5.808669127764177,5.871100792961773,6.26451183437408,4.136288690434831,5.495907030474646,5.163863858644113,4.762820935474459,4.948519867152559,,4216.0,7.735447,0.124249876,1789271098.0,5.601876,1.2187129,19214900.0,5.612014,93093182.0,5.678077,96161971.0,5.662108,3.986751,25179.0,57160.0,1.8,0.688389,22564.4,,,,,4.612,,57.7,10.0,0.0,,1.0,,9.78169,1.21804,57.07,,,,75.4,,41.872,,13.8,11.3,13.9,9.0,7.8,170.7,394.0,127.0,132000000.0,3935.0,179.0,3137.0,205.0,384.0,360.0,347.0,,257892709.0,5.6002884,176206226.0,5.754886,144299016.0,5.7744865,224842709.0,5.6572795,207921737.0,5.6822166,216342050.0,5.673445,197255156.0,5.708401,147411026.0,5.7667875,119115370.0,5.7997565,205778084.0,5.6833916,177710673.0,5.7225723,202731204.0,5.6908727,185168232.0,5.7133865,5.6782146,176206226.0,5.6640644,144299016.0,5.7037377,144299016.0,5.6836314,224837511.0,5.625698,224837511.0,5.6173763,207916539.0,5.639732,207916539.0,5.630579,216336852.0,5.6356525,216336852.0,5.626942,197255156.0,5.6529164,197255156.0,5.642351,147411026.0,5.6835933,147411026.0,5.6679015,119115370.0,5.7165556,119115370.0,5.694673,205772851.0,5.6437206,205772851.0,5.6349535,177710673.0,5.6674848,177710673.0,5.652772,202725971.0,5.64614,202725971.0,5.6370845,185168232.0,5.6602855,185168232.0,5.6465383,,,,,455746048.0,0.3057381,37553146.0,0.19312344,455746048.0,0.3552212
16,uk,1989,5.781833016189746,6.3940611797725415,6.307626759825874,5.389585417609657,4.5248045097091625,5.749862498805284,5.585920508526598,5.7321691407558575,4.764565806163796,6.385041703806298,6.381483949305844,5.689293958518456,6.017281959489116,6.114229061704072,4.488148193357028,5.510971376085799,5.964930826641599,5.712310707531287,5.7372457784189255,5.004998032894191,5.984553554753207,6.06301049807459,5.713313500733462,6.058147277380037,6.74728132193798,5.6322382036335625,5.109697874813719,5.379833584316637,5.245371235281465,5.959324388765622,4.734709997140799,5.828988353004446,6.3218679187893745,5.627363169502051,6.384491008086967,6.629743744624442,4.748160615357975,5.1512105157612975,5.135571418882153,5.536507157140987,5.457606685327969,4.377705827371441,6.183327099957525,6.11334369205429,,3716.0,6.798954,0.12366199,1964915164.0,5.599219,1.2268584,20982186.0,5.609345,102112264.0,5.6743956,105457917.0,5.6584945,3.9882581,25654.0,57324.0,1.8,0.715367,23079.16,,,,,5.197,,57.7,10.0,0.0,,1.0,,9.93757,1.15436,57.07,,,,75.74,,37.023,,13.6,11.4,13.7,8.0,6.3,195.3,473.3,134.0,141000000.0,4009.0,183.0,3048.0,203.0,386.0,394.0,366.0,,282113816.0,5.5984674,191944472.0,5.7561727,156935827.0,5.7764125,245353667.0,5.656835,226790737.0,5.6815863,236063319.0,5.6727657,215071399.0,5.708254,160954600.0,5.765575,129710975.0,5.8014765,224818348.0,5.6821966,193852536.0,5.722833,221435555.0,5.6900196,202050945.0,5.713106,5.6717253,191944472.0,5.649925,156935827.0,5.694978,156935827.0,5.6682634,245348442.0,5.618764,245348442.0,5.6053486,226785512.0,5.63336,226785512.0,5.6181655,236058094.0,5.6290298,236058094.0,5.6147633,215071399.0,5.6464696,215071399.0,5.6288924,160954600.0,5.6746798,160954600.0,5.651262,129710975.0,5.7101555,129710975.0,5.679087,224811335.0,5.633951,224811335.0,5.6202364,193852536.0,5.6595263,193852536.0,5.6379914,221428542.0,5.636176,221428542.0,5.622512,202050945.0,5.6517463,202050945.0,5.631869,,,,,498702815.0,0.3047946,41129160.0,0.18748108,498702815.0,0.35439712
17,uk,1990,5.664747628747653,5.711863328075125,4.834086602909081,6.669582032434382,6.219563875529909,4.299218804874451,6.797152670469187,5.684181177263133,4.527702087328748,5.448612937441458,6.4555127711510565,5.773734254876432,6.017004406279543,4.8484810393089255,6.631881933713888,6.593504019861674,4.660030955893964,6.563028498864808,4.919287055354076,5.198024924979248,5.426085906300527,6.880013808207655,5.4634741446211175,5.726816107069785,4.755596161137307,6.365694606393329,5.741847677294532,5.030271414175512,5.9583047425226185,4.5688546256932785,4.8635697202701005,4.979669623282083,6.644116768372625,5.459081859601759,5.6630191004155614,4.9976903500404575,6.434858479231617,5.782589398974831,5.0424452691689865,6.375874567518943,4.549259895167427,4.966908219905159,5.026433505073745,5.751739810520866,,3948.0,7.277498,0.124562494,2027088109.0,5.6024895,1.2072885,21994337.0,5.6118803,106075362.0,5.6779256,109532645.0,5.6628118,3.986488,25679.0,57493.0,1.86,0.717124,23154.23,,73.0,0.95,38.6248,7.036,122.926,57.7,10.0,1.0,,1.0,12.24,9.67016,1.05265,57.07,,,,75.91,,32.58,57237.5,13.9,11.1,13.1,8.0,5.9,214.9,523.1,158.0,144000000.0,4059.0,185.0,3147.0,206.0,391.0,427.0,407.0,10323.0,292732833.0,5.601437,198596886.0,5.757694,161930770.0,5.7780414,254195545.0,5.6595526,234671974.0,5.6843395,244564594.0,5.6752534,222453106.0,5.7110343,166148912.0,5.7679954,133420695.0,5.8030705,232637235.0,5.6843557,199911404.0,5.7261634,229105861.0,5.692249,208409023.0,5.7171035,5.6717753,198596886.0,5.65672,161930770.0,5.695993,161930770.0,5.676319,254190301.0,5.62045,254190301.0,5.610995,234666730.0,5.6333137,234666730.0,5.6236596,244559350.0,5.6301312,244559350.0,5.6204443,222453106.0,5.646089,222453106.0,5.6350856,166148912.0,5.6727414,166148912.0,5.6577697,133420695.0,5.7105966,133420695.0,5.6842756,232631009.0,5.6364613,232631009.0,5.626311,199911404.0,5.660476,199911404.0,5.6454396,229099635.0,5.638584,229099635.0,5.628442,208409023.0,5.6522245,208409023.0,5.638262,,,,,516752218.0,0.30533227,42176557.0,0.20429024,516752218.0,0.35593945
18,uk,1991,5.824726002717739,4.968837763364548,6.887898634585463,5.737902433191953,5.471562975794258,6.1698060678798665,5.847568942967798,5.661769223956121,5.6618454301485865,5.819958907440553,6.020109647848244,5.730148411444919,4.68801110425789,6.789025361846804,6.071340976952079,5.620981073040022,6.567746615374372,5.790455103866326,6.055161121150367,5.042157102742976,4.978621909246458,5.6979837459718965,5.572240821599151,4.726516801939122,6.4886171215168345,5.861563992794914,5.040347933647631,5.136070294246979,5.188671513623758,5.698421095834501,5.828723547651293,5.651320415102083,6.102155499634397,5.510159796509239,4.789596681839536,6.009089008318279,5.581731880047907,4.4020935813598845,5.902124397362372,5.544985073828434,5.778179719000143,6.104086883847827,5.311390644128071,5.678320095359937,,3890.0,7.15409,0.1242577,1871628091.0,5.6092224,1.2269943,20018463.0,5.618043,97200235.0,5.683792,100387039.0,5.668271,3.9890056,25314.0,57666.0,1.85,0.724642,22722.1,,,,,7.413,110.318,57.7,10.0,1.0,,1.0,,9.74921,1.00157,57.07,,,,76.3,,31.296,,13.7,11.1,12.0,8.0,8.1,229.2,531.8,178.0,143000000.0,4090.0,186.0,3094.0,200.0,386.0,454.0,434.0,,269006894.0,5.608111,183640929.0,5.764661,150570931.0,5.78464,234232182.0,5.6667776,216548143.0,5.69107,225424891.0,5.682711,205465362.0,5.7175384,153325351.0,5.775775,124480649.0,5.8087916,213977450.0,5.6928334,185089851.0,5.732224,210798912.0,5.7004447,192834311.0,5.7228737,5.6762357,183640929.0,5.655935,150570931.0,5.6991735,150570931.0,5.6757445,234227028.0,5.6252255,234227028.0,5.6121383,216542989.0,5.638895,216542989.0,5.6245437,225419737.0,5.635152,225419737.0,5.6211467,205465362.0,5.651376,205465362.0,5.635492,153325351.0,5.67983,153325351.0,5.658959,124480649.0,5.7122955,124480649.0,5.6865935,213971329.0,5.642373,213971329.0,5.6274953,185089851.0,5.665946,185089851.0,5.6454225,210792791.0,5.6452327,210792791.0,5.629841,192834311.0,5.65853,192834311.0,5.639162,,,,,475943510.0,0.305876,39423453.0,0.20634732,475943510.0,0.35601035
19,uk,1992,5.4644006078593375,6.222500950485934,6.243230163247177,4.6389331115490915,4.930918709750912,6.446764194931501,5.405385915261418,5.675632889252287,4.825606950446328,5.380826102405771,4.874207091262958,5.700996113350053,5.724685626776379,6.2644657489128,5.1826306715005215,6.060398126178107,6.337364837855465,5.552729600602641,5.636120422517718,5.1737238097490446,6.043762206709384,5.0340800826984635,5.430293321988429,6.095398366271063,5.74650374945625,4.7703986985515305,5.058854112825926,6.411989579147044,5.160918475612351,5.569581325132981,4.902411070772639,5.54889960464859,5.0379782374659134,5.532312543721627,6.14284629769504,5.987761727590178,4.764443128432616,4.913557654655214,6.589603960515494,5.380093572810386,5.382377898011876,5.208310434437684,5.673276860592452,5.280853902475332,,3951.0,7.251611,0.123957515,2109830155.0,5.6107802,1.2208073,22599512.0,5.6144357,109202799.0,5.682583,112806361.0,5.6670995,3.98753,25336.0,57866.0,1.89,0.746226,22734.62,,,,,4.297,111.159,58.1,10.0,0.0,,1.0,,9.47674,0.953357,57.95,,,,76.17,,32.795,,13.4,10.8,12.2,8.0,9.9,238.7,565.3,212.0,148000000.0,4160.0,187.0,3157.0,200.0,387.0,469.0,460.0,,303943730.0,5.6104355,206597748.0,5.765809,168539084.0,5.784808,264347528.0,5.667108,244014267.0,5.6917014,254306183.0,5.6829963,231398853.0,5.7179403,172433840.0,5.7769527,138896085.0,5.810444,241207703.0,5.69457,207929905.0,5.7332973,237561135.0,5.702571,216790981.0,5.7244315,5.6772866,206597748.0,5.6543756,168539084.0,5.6993394,168539084.0,5.6733193,264341728.0,5.6258388,264341728.0,5.6099744,244008467.0,5.639998,244008467.0,5.6231656,254300383.0,5.6354523,254300383.0,5.6195245,231398853.0,5.6522565,231398853.0,5.6334796,172433840.0,5.678173,172433840.0,5.6557207,138896085.0,5.7095237,138896085.0,5.680883,241200200.0,5.6433396,241200200.0,5.626401,207929905.0,5.6664805,207929905.0,5.642812,237553632.0,5.6458726,237553632.0,5.628951,216790981.0,5.6583776,216790981.0,5.6368732,,,,,537239529.0,0.30587414,44118109.0,0.20607996,537239529.0,0.35680687
20,uk,1993,5.896947101344464,5.888247477947623,5.923189323301001,6.186068471956418,6.258630095229303,6.720048790838997,4.664256697799473,5.5802778088435305,6.317565140569353,5.4926878870428215,5.93849931991612,5.828336254990854,5.782278757641988,5.73684560238752,6.475657564611398,5.800424824381947,6.3023441377223275,5.231373940026325,5.290452637920036,5.994505092606432,5.3605413768519945,6.308938615758578,5.59688396784113,5.109254556673059,5.924675322189626,5.478446135022167,6.0552334788219975,5.497241954234116,4.700939298290732,5.964454467263737,5.598370401786188,5.734012135353094,5.906211928776585,5.811229622819156,5.764233513755277,5.977630824329836,5.515189332175256,5.899914727447916,5.609255313208793,5.513604498159238,5.8426710230701575,5.900515358491534,6.090182440752219,5.999099196801332,,3712.0,6.969402,0.12494602,2054578764.0,5.609955,1.2205406,22093633.0,5.6135564,107143836.0,5.6842895,110684274.0,5.6693377,3.9902985,25909.0,58027.0,1.88,0.728163,23187.14,,,,,2.497,95.7247,58.1,10.0,0.0,,1.0,,9.22928,0.955924,57.95,,,,76.72,,37.946,,12.1,11.2,11.6,9.0,10.4,252.1,601.7,222.0,166000000.0,4231.0,188.0,3128.0,196.0,384.0,,480.0,,297273765.0,5.610073,201923612.0,5.765621,164810979.0,5.7851562,258453726.0,5.66669,238610529.0,5.691137,248680029.0,5.6824484,226259264.0,5.7173786,168446979.0,5.77631,135802757.0,5.8091,235604504.0,5.6942973,203062903.0,5.733258,232031462.0,5.7024484,211732365.0,5.7244334,5.679353,201923612.0,5.657927,164810979.0,5.701711,164810979.0,5.678077,258448429.0,5.6269584,258448429.0,5.613077,238605232.0,5.6414886,238605232.0,5.626479,248674732.0,5.636794,248674732.0,5.6226335,226259264.0,5.654428,226259264.0,5.637494,168446979.0,5.683126,168446979.0,5.6619515,135802757.0,5.7151194,135802757.0,5.6868544,235597730.0,5.645653,235597730.0,5.6304984,203062903.0,5.667288,203062903.0,5.6482973,232024688.0,5.648762,232024688.0,5.6330166,211732365.0,5.658957,211732365.0,5.641977,,,,,524781509.0,0.3053908,43094025.0,0.20422761,524781509.0,0.35678136
